WKT,nama,deskripsi
"POLYGON ((110.4464143 -7.5424988, 110.4278749 -7.5506672, 110.4196352 -7.5608774, 110.4031557 -7.5765327, 110.3997224 -7.5881036, 110.3887361 -7.5949098, 110.3791231 -7.6037578, 110.3647035 -7.6180504, 110.3441042 -7.6275784, 110.3310579 -7.6384674, 110.3104585 -7.6541199, 110.2974123 -7.6656887, 110.2850526 -7.6881449, 110.2720064 -7.7112803, 110.2617067 -7.6929082, 110.2658266 -7.6813401, 110.2685731 -7.6704522, 110.2678865 -7.6616056, 110.2623933 -7.6609251, 110.2651399 -7.6520783, 110.2651399 -7.646634, 110.2500337 -7.6432313, 110.2424806 -7.6541199, 110.2157014 -7.6486756, 110.2047151 -7.651738, 110.1933855 -7.6462937, 110.1775926 -7.6483353, 110.1635164 -7.6486756, 110.1600832 -7.6462937, 110.1473802 -7.6479951, 110.143947 -7.6503769, 110.1432603 -7.642891, 110.1374239 -7.6541199, 110.1271242 -7.6588835, 110.1178545 -7.6704522, 110.1257509 -7.6779377, 110.1260942 -7.6857632, 110.1367372 -7.6888253, 110.1302141 -7.7024346, 110.1350206 -7.7105999, 110.1357072 -7.7225074, 110.1302141 -7.7453008, 110.1223177 -7.7551662, 110.1147646 -7.764351, 110.1133802 -7.7769555, 110.1034239 -7.7793366, 110.0914076 -7.7861398, 110.0893477 -7.7973649, 110.0821379 -7.8011065, 110.0783613 -7.8068889, 110.0632551 -7.8140318, 110.0591353 -7.8245759, 110.0598219 -7.8426022, 110.0519255 -7.8443027, 110.0505522 -7.8538257, 110.0447157 -7.8613079, 110.0443724 -7.8735512, 110.0419691 -7.885454, 110.0375059 -7.8844338, 110.0320128 -7.8976966, 110.0275496 -7.8915754, 110.0203398 -7.8908952, 110.0203398 -7.8963363, 110.0793913 -7.91776, 110.1621321 -7.9558438, 110.2029875 -7.9820244, 110.22805 -7.9932441, 110.2623823 -8.0041236, 110.2891615 -8.0126229, 110.3307035 -8.0248617, 110.3458098 -8.0303011, 110.3564528 -8.0564768, 110.3674391 -8.0602161, 110.3756788 -8.0721135, 110.3935316 -8.0738131, 110.413101 -8.0826509, 110.4319838 -8.0901289, 110.4357603 -8.0986265, 110.4522398 -8.103385, 110.4680327 -8.109843, 110.487602 -8.1146014, 110.5384138 -8.1343143, 110.5494001 -8.1366934, 110.5751494 -8.1380528, 110.5919722 -8.1485885, 110.5998686 -8.1455298, 110.6125715 -8.1516472, 110.6650999 -8.1771354, 110.7038954 -8.183932, 110.7093885 -8.1890294, 110.7025221 -8.1965054, 110.7107618 -8.2016026, 110.7244947 -8.1992239, 110.7341078 -8.1914081, 110.7505873 -8.1999035, 110.7814863 -8.1968452, 110.7996824 -8.193447, 110.8189085 -8.2039813, 110.8305815 -8.2029618, 110.8298948 -8.1968452, 110.8340147 -8.1903887, 110.8333281 -8.1798541, 110.8333281 -8.1747566, 110.825775 -8.1689794, 110.8230284 -8.1608232, 110.8182219 -8.1574247, 110.8192518 -8.1445102, 110.8134153 -8.1458696, 110.801399 -8.1632021, 110.7924727 -8.1598036, 110.7859495 -8.1485885, 110.7866362 -8.1363535, 110.7904127 -8.1261574, 110.7880095 -8.1074638, 110.782173 -8.0874097, 110.7787397 -8.0751728, 110.7746199 -8.0619157, 110.7656935 -8.0428792, 110.7547072 -8.0275814, 110.7574537 -8.011943, 110.7615736 -8.0054835, 110.7615736 -7.9908642, 110.7663801 -7.9905242, 110.7680967 -7.9803244, 110.7698134 -7.9612841, 110.76947 -7.9473433, 110.7691267 -7.9347622, 110.7725599 -7.9296616, 110.7698134 -7.9167399, 110.7746199 -7.8973565, 110.7797697 -7.8929356, 110.7749632 -7.8868143, 110.780113 -7.8762719, 110.7849196 -7.8715107, 110.7818296 -7.8640287, 110.7890394 -7.8558663, 110.7883528 -7.8494044, 110.7838896 -7.8504247, 110.7825163 -7.8378406, 110.7852629 -7.8296777, 110.7869795 -7.8187937, 110.7797697 -7.8140318, 110.7739332 -7.8102903, 110.7670668 -7.8085896, 110.7646635 -7.8153924, 110.7650068 -7.8232154, 110.7591703 -7.8272969, 110.7516172 -7.8238956, 110.7516172 -7.819474, 110.7461241 -7.819474, 110.7437208 -7.8102903, 110.7402876 -7.8058685, 110.7282713 -7.8007664, 110.7114485 -7.7926028, 110.7155684 -7.8014467, 110.7073286 -7.8055284, 110.6942823 -7.8082495, 110.6791761 -7.8058685, 110.6729963 -7.8034875, 110.673683 -7.7966846, 110.6764296 -7.7926028, 110.6712797 -7.78648, 110.6592634 -7.8048481, 110.6479338 -7.7956641, 110.6283644 -7.8014467, 110.6256178 -7.8038277, 110.620468 -7.7990656, 110.6153181 -7.8007664, 110.6022718 -7.7994058, 110.6008986 -7.8079094, 110.5868223 -7.8096101, 110.5871656 -7.8017868, 110.576866 -7.8065488, 110.5734327 -7.8007664, 110.5844191 -7.7990656, 110.5840757 -7.7939634, 110.5775526 -7.7895414, 110.5631331 -7.7820579, 110.5542067 -7.7854595, 110.55558 -7.7973649, 110.5494001 -7.7912422, 110.5380705 -7.7946437, 110.5380705 -7.8000861, 110.5298307 -7.797705, 110.5301741 -7.7905619, 110.5257109 -7.7861398, 110.5209044 -7.7817178, 110.5126646 -7.7810374, 110.5112913 -7.7732137, 110.4920652 -7.7677709, 110.4920652 -7.7504218, 110.4893187 -7.7300101, 110.4865721 -7.71368, 110.476959 -7.6731924, 110.4697493 -7.6446106, 110.4707792 -7.6190894, 110.4628828 -7.5983311, 110.4601362 -7.5809751, 110.4601362 -7.5731476, 110.4570463 -7.5591939, 110.4464143 -7.5424988))",Poligon 5,
